Program Time [s],data 0,data 1
0.0,509.53054278160886,504.82600763679534
0.02,499.3036360124783,499.3715417771487
0.04,481.9014823232217,518.7875834548894
0.06,498.55616684452076,497.09167124384027
0.08,494.2197041822876,507.89137948326515
0.1,487.9011554495305,511.06487882248007
0.12,496.12400373603447,501.19361728653996
0.14,496.5979439580745,513.0718170246627
0.16,511.5060464282806,518.1692621682934
0.18,504.73227540123423,506.7368379311359
0.2,509.5208459966672,512.5126391648498
0.22,502.1487136902223,501.08947790630725
0.24,500.6741001241198,498.73677859191923
0.26,505.80193896687325,499.1381298941981
0.28,508.30244299035365,505.09511909601514
0.3,519.9878013642818,499.79451310469136
0.32,497.26713265845325,475.0352509407476
0.34,493.55726244734984,496.1737676485881
0.36,504.2887999034709,497.72971761031187
0.38,510.8015108437532,494.46301741317393
0.4,509.22032921936795,496.0088269460401
0.42,509.38967081354906,490.4247081503634
0.44,497.8271487344067,488.0125355286291
0.46,496.67810981800375,510.58717055841095
0.48,515.360355550417,495.7903511139511
0.5,503.7153587471772,491.4174253021416
0.52,491.8179251144333,496.3029233717959
0.54,510.77430078568904,494.0924796236837
0.56,504.36562252574447,485.74327548600377
0.58,495.92701524223764,504.09878570375264
0.6,502.29248704882485,496.7655701235925
0.62,488.8180356812902,490.34757124950477
0.64,481.09928950413286,500.9924179745299
0.66,500.7923585840407,498.69092614510834
0.68,477.65062956045347,509.32203628975026
0.7,491.7707757118529,503.8023626711062
0.72,491.5192941764152,495.096152328371
0.74,495.94713067003477,507.624296293856
0.76,498.14356105747385,501.1396156420203
0.78,514.57510037627,512.1497086579543
0.8,490.1519607052235,523.4146913535496
0.82,490.5527025493385,528.9460930986422
0.84,511.03322897074963,516.5455682627104
0.86,501.4502289259956,505.34014206375946
0.88,493.2278071262444,507.474911433051
0.9,504.39352588690616,514.4653397053202
0.92,485.55170126209606,512.9014669059702
0.94,483.5974910574821,510.1116175663413
0.96,493.66086044576707,505.9086045772819
0.98,489.9808151263749,494.68538764927155
1.0,488.0457840641284,507.30987663374657
1.02,495.36707635446885,514.2904044292445
1.04,489.2304644425107,509.1774703675796
1.06,498.89451482215037,507.9497248129695
1.08,487.4645549969976,514.4069031740962
1.1,491.9795490252265,507.32632891603373
1.12,479.29720327575814,501.6639885422905
1.14,480.02718367797445,505.58131223760097
1.16,470.4912106479087,498.63152462908187
1.18,479.3005693346374,499.0191431989415
1.2,476.658716490901,496.9679153403245
1.22,463.497282093326,507.00976444822203
1.24,465.77990729275837,510.89355137951617
1.26,468.6357030016595,496.5603144928981
1.28,469.4560826543173,504.50080035068925
1.3,462.9891110825065,503.61462017544306
1.32,467.78705222889755,495.6572764172887
1.34,485.7219565475001,496.17878829700436
1.36,476.75554131117553,504.8327069940101
1.38,472.8412276973542,506.61057595188106
1.4,495.39506233579556,498.00840000685986
1.42,506.9280008888507,496.51987922257524
1.44,519.4067756570381,496.4503094132633
1.46,523.0978551499998,501.2740547502128
1.48,556.880850869002,504.69423810599704
1.5,562.0256237821026,513.0906934483103
1.52,557.3842141177299,507.62233780044005
1.54,589.9491413051394,505.91384986766747
1.56,583.2422838353758,512.8538170357057
1.58,579.3395114133414,506.94012952215337
1.6,617.8412305565844,514.5957492505287
1.62,616.6521142237956,515.5785862281798
1.64,612.7223179227682,513.294354475509
1.66,608.0788853877707,512.139796124797
1.68,624.3466185620096,519.941487631923
1.7,614.6569846754295,525.1025085624517
1.72,590.2068317849786,513.5393982529749
1.74,578.9454662589966,521.2443299113603
1.76,590.6868461218811,509.7411458725219
1.78,593.3691223103685,512.551601440008
1.8,554.4867238091746,515.9358869723071
1.82,549.0824221051528,516.1320268213478
1.84,542.0014317320932,523.045193557499
1.86,535.221088731971,512.0892613052705
1.88,525.7196020660101,509.6866239128039
1.9,524.3196948008315,507.8853326894993
1.92,504.94454546484,521.5923688274638
1.94,518.2851900707219,508.4835892026503
1.96,507.25165057135405,513.8284002325958
1.98,497.15663072040445,498.51616151829927
2.0,494.23020662301025,505.41445913852596
2.02,506.86326843974757,500.8796756378936
2.04,499.5151765024706,508.58252093950875
2.06,499.942175230425,504.5450152238632
2.08,517.8758827988465,517.484528270616
2.1,521.8237856317921,521.4477441396275
2.12,525.0011042173282,531.2159560573605
2.14,525.459923269652,530.6004342005735
2.16,524.2907408805629,525.5941883375408
2.18,530.7821074983098,527.4718884374531
2.2,521.1373836134138,535.9197703273921
2.22,524.6778061816955,530.4073460824047
2.24,516.2488301018207,541.9213149986067
2.26,507.0551037869417,524.4452965988422
2.28,520.2229809057542,532.0615002354995
2.3,532.6673989768577,528.7287426281131
2.32,524.7107386475802,522.3819759272035
2.34,517.6566491782997,524.1275177167944
2.36,524.6408657903662,533.9129590977849
2.38,527.8401368130485,529.1627895887209
2.4,519.6768948387423,532.9258067950616
2.42,509.9927693825118,521.9941771028297
2.44,520.2752933503987,518.7407116570738
2.46,516.8882474468585,522.2123246675786
2.48,515.6739466462243,533.7626526817422
2.5,518.4039571635572,531.2270136534248
2.52,507.2103675209463,522.5531779263537
2.54,525.7839334956883,526.0768281205069
2.56,524.0806020136991,516.3392398480229
2.58,524.7502782393209,535.8865198248504
2.6,513.4356785955723,535.0252579756113
2.62,535.7257013951121,530.1027528925305
2.64,514.9308587431499,534.8939946649286
2.66,528.9951433953744,536.0179570324489
2.68,532.556761278761,543.7264203039173
2.7,529.0631256024099,541.0175029555201
2.72,517.3099475513441,535.6331353865505
2.74,522.877790628215,528.8798672299348
2.76,527.9513365460998,532.3881970320366
2.78,517.9363723927202,533.4529484492349
