Program Time [s],data 0,data 1
0.0,493.0980700538056,516.0308681502487
0.02,508.76273085242843,513.727191292085
0.04,501.10415184698127,508.7021744573101
0.06,498.3311714773176,513.4011059665287
0.08,490.4203253898978,518.0100239210058
0.1,487.16618250665084,522.3490707949469
0.12,506.65640046050333,511.91822456153227
0.14,490.93085105803175,503.87787098515463
0.16,493.6819399824723,510.1226048628745
0.18,487.3134405767844,513.5747296399754
0.2,508.4009217453686,515.7980024807515
0.22,495.4593510835585,513.2635851240884
0.24,502.438931537204,513.8778183920318
0.26,498.9766881727233,517.3204761500497
0.28,513.7107485844773,513.590034287465
0.3,506.0049878059136,522.018376211456
0.32,509.4179731661028,522.4540046818018
0.34,500.88886576506525,515.6377503309056
0.36,507.174651425119,503.8406137773519
0.38,495.3135009898535,499.6462512147239
0.4,500.8169493579325,514.895204252708
0.42,510.52012731728223,525.2268293731012
0.44,496.76939400478494,517.3512773005396
0.46,494.3903459293038,541.4593332938288
0.48,508.3662431860309,524.7883434478944
0.5,505.04738279276637,528.8494151860847
0.52,500.5108321747642,526.8458352414673
0.54,507.8072099581909,550.4880850177739
0.56,506.2496227103469,523.3580552221185
0.58,504.4773077055027,543.8702660034476
0.6,510.1666596290798,536.5293754920541
0.62,511.5066339616668,542.9680107009416
0.64,501.6209361208434,546.8528973439304
0.66,504.6947884762517,573.0276397180136
0.68,503.5682087746722,566.9734356751479
0.7,494.28016569508065,557.7276876115429
0.72,508.12476302397863,549.1972052715653
0.74,499.70017907898387,562.9979510540827
0.76,500.0288745840282,566.9187559524593
0.78,499.765127499453,548.165755353984
0.8,500.5246220308039,566.2758992400618
0.82,503.44596106884745,554.6734060654804
0.84,503.36293398102924,532.7817891553931
0.86,496.36384965968904,531.7595185376653
0.88,510.5950185215884,531.5822234657427
0.9,500.98545365551576,534.6221421960227
0.92,503.21417933195556,514.0632330999748
0.94,499.07925485249405,517.3503270280358
0.96,501.8610659848571,485.97015870118247
0.98,495.1709484455435,483.3387607351937
1.0,503.64541465728064,463.0700145180157
1.02,506.27567517469953,455.0004614206761
1.04,500.5191350394478,449.65110264762933
1.06,501.50439249300763,432.6081021351589
1.08,501.9637585429114,420.5491683811975
1.1,492.37375492179444,411.19770632485375
1.12,493.36527010249876,399.6932833005423
1.14,502.53645169373067,397.13742962767657
1.16,492.1601474107339,379.3667906531378
1.18,497.09464665924907,359.68496026327597
1.2,496.9426363907723,367.29171363318966
1.22,492.86356289559023,367.15067112492835
1.24,490.99121945195856,360.12390741229956
1.26,488.27980194271925,380.8110893663522
1.28,495.4129744904213,352.9125518663281
1.3,494.5559619132241,383.05693000199454
1.32,495.73715228607017,400.27916423658104
1.34,499.64826183509905,373.9439929107977
1.36,499.87394940919916,393.2240761139081
1.38,501.8842910623069,401.20832714726544
1.4,498.48116916667453,408.8808597497541
1.42,502.8261306703655,418.99238497253856
1.44,498.3856952685912,423.74279550594343
1.46,500.29796218103917,453.50533781003486
1.48,498.89253632860544,458.94001805114186
1.5,501.0155809683789,464.9034404725442
1.52,498.72382617946613,483.92257990963003
1.54,503.3791312231047,487.2991142331032
1.56,493.52090680257464,485.1761082141597
1.58,491.7179867025,499.17872416069457
1.6,494.069709598641,493.3791418796793
1.62,501.7526024149408,523.4031055578681
1.64,502.17253108287724,500.1036785703796
1.66,505.7586228114925,514.2322442109571
1.68,490.43499751091866,510.39515596573113
1.7,508.53536467045444,506.6977704887467
1.72,496.14987196237644,521.2515438584308
1.74,492.8555669107928,504.17927236074274
1.76,523.9492165368212,519.3585984206042
1.78,527.6597811168364,529.2259474732564
1.8,507.1915932573987,526.0143182427496
1.82,525.4665743907552,530.944785353282
1.84,528.4650275514779,517.6333289148163
1.86,523.7551488352898,524.5410180906895
1.88,528.6450507910223,518.1466110449006
1.9,514.0204666193216,507.73646807124817
1.92,530.8725578182186,519.9927004584445
1.94,512.325660937521,525.8398850165432
1.96,533.4187236324414,532.4451067137877
1.98,531.2179927505344,525.005884271331
2.0,519.2983154218516,532.5716706354714
2.02,517.9009838970377,522.0990328257437
2.04,515.637720667349,536.3699484053612
2.06,533.5548192948193,526.7936891272944
2.08,527.344882253968,528.8223835501018
2.1,522.2706761199612,529.2931470339981
2.12,526.7908481832635,527.2969702654066
2.14,516.8212101843334,514.6843427633069
2.16,531.5945716937945,517.8616649853225
2.18,515.2797973934527,525.4250033100358
2.2,512.7714083417718,508.96559280948327
2.22,531.776382458761,512.9320401098885
2.24,523.1872246417435,524.75521362952
2.26,522.7170506451258,512.7736501670133
2.28,535.4032051182904,516.9674780461177
2.3,525.4877605151764,514.7203029942776
2.32,515.2011389287181,519.2454813374994
2.34,524.4521182681831,519.8495708292002
2.36,529.744257498744,523.6782711256036
2.38,530.6497807750283,515.3958393976797
2.4,535.435854293219,513.3752409767907
2.42,531.3814519480076,506.1094562791328
2.44,529.5324910974947,517.2656763803817
2.46,529.3548196772184,514.9166638117808
2.48,522.5545412824032,513.2999143151127
2.5,525.5689626155512,527.0608900633808
2.52,519.3062445204611,516.3296115597213
2.54,519.3371850560503,521.9411287625185
2.56,525.7701951301974,501.95030116862904
2.58,521.9603398284346,525.1449899328486
2.6,512.871398457917,515.5052581729769
2.62,529.0037108971607,540.1956351081374
2.64,535.0266706318613,521.3392894174439
2.66,527.2486826856795,529.1732534487303
2.68,531.2324956895083,525.9592146768312
2.7,523.9260698326427,514.0149743018397
2.72,522.0758737793889,538.9013466800759
2.74,545.2461978327844,508.1485051032852
2.76,522.9094001910354,520.9029521966191
2.78,527.5680470564981,521.3785557386009
2.8,520.8745088740804,522.4328681268976
2.82,522.2607438288223,511.62418402355513
2.84,524.0887658187222,524.8283304331562
2.86,523.6563546946977,502.9651034838023
2.88,531.239524123573,517.8225294629142
2.9,518.634917379649,507.1168686759669
2.92,520.0479346522121,516.3345208431958
2.94,521.9196212757371,522.1629490540457
2.96,524.520924029975,513.5104730720027
2.98,528.363189257637,521.6535414070305
