Program Time [s],data 0,data 1
0.0,503.9375896565498,491.8811456084896
0.02,513.0021607504331,499.6400842090343
0.04,526.4275186734179,504.06260072049554
0.06,517.8629705549355,502.4614278085443
0.08,512.9879853354586,507.672996431065
0.1,512.3008910318891,506.87420878454446
0.12,517.5213333082668,501.28174458496545
0.14,507.47318904070033,499.33361749337047
0.16,518.2873232525769,508.90200847911495
0.18,512.1842772423735,501.7408813948695
0.2,510.76030593499183,506.8829813113232
0.22,515.6044914372138,487.83949225957775
0.24,508.97306538116817,501.11227088207085
0.26,518.519896566186,502.9754471784122
0.28,510.23327411841285,502.44392775082827
0.3,513.7991155207222,510.9189894882926
0.32,505.74827966032024,490.7973426026485
0.34,507.7123130835272,504.7530904697466
0.36,504.0581052617759,498.11245013543277
0.38,511.44600909330785,502.40696812915286
0.4,507.41942954686056,498.9511777142652
0.42,510.40246779041007,496.23535999175755
0.44,491.6989834050167,491.9957442200688
0.46,518.4838892404337,494.3121847191157
0.48,494.63396806352023,489.73776341647084
0.5,508.691645985989,496.7262804244304
0.52,508.5398927131194,491.63452721854037
0.54,507.51064629750135,489.7256479579512
0.56,497.6851903326005,498.5189800474508
0.58,502.2365824614255,490.74135489305485
0.6,495.99006804961476,501.66936514768554
0.62,505.62066231632764,508.4715586958123
0.64,512.5929366409398,500.10213838939325
0.66,499.2389597894836,488.58406695417574
0.68,497.13454129684226,500.909211837299
0.7,501.2053300232172,502.0894314756924
0.72,502.56756554502454,491.17384762828556
0.74,491.3342179931593,500.3069557318998
0.76,501.42381688837,501.7394751548144
0.78,502.3205456995236,499.74407921058526
0.8,494.0573636497662,502.9819403981812
0.82,492.8062837274592,497.8166444037144
0.84,502.3121269637765,491.15118824559477
0.86,491.89150922522333,495.213299552258
0.88,492.3589487124132,494.6170761770102
0.9,494.7583487732455,495.0198346074333
0.92,506.8765456006977,485.47650513658584
0.94,463.81468440591425,488.87676393540215
0.96,464.875391761494,497.1594888443397
0.98,471.4325025848027,493.10421148234997
1.0,465.1458161583954,483.6326335483697
1.02,445.4898543598049,492.3484382455346
1.04,445.3185000020062,488.09103939632115
1.06,470.1082230395129,493.1738162866745
1.08,456.25558114005,485.62622229513147
1.1,459.1524119416243,486.6604294516251
1.12,446.9705784605443,493.4985122599223
1.14,453.54571210190085,492.67973667372144
1.16,446.6132735852519,480.9047123380918
1.18,461.14976121400827,487.71382311906547
1.2,464.98602025351516,487.96635038827526
1.22,463.03404573042997,476.28958348483883
1.24,490.4378559449127,483.35093365477957
1.26,468.1996770556337,479.9682817708117
1.28,486.8046736317945,486.13092928909356
1.3,505.60624408140484,495.4756788908578
1.32,496.90502599926475,492.7339060861058
1.34,510.20953261482884,484.9795159492731
1.36,523.1640257679277,485.93115762155645
1.38,544.280236159114,494.67354306488545
1.4,537.299374438292,497.9520510783214
1.42,553.8474043435693,495.5262000051852
1.44,587.9005931550446,505.0410879017789
1.46,578.7771600583422,499.05012872696466
1.48,609.8022200790227,513.6213146360528
1.5,635.931658192839,499.6929672838961
1.52,619.1207313734579,504.3012610466184
