Program Time [s],data 0,data 1
0.0,505.0458666619736,489.04271239373423
0.02,494.87984219199666,493.6167524577707
0.04,500.5430853610219,494.46392298503423
0.06,490.01052137936205,489.83991344377654
0.08,501.6478696165037,500.0678091549528
0.1,500.4150904239918,501.63261677306116
0.12,501.320651145831,497.68570022185617
0.14,503.1861115701345,497.1371411473577
0.16,500.49194199409357,501.47047539348193
0.18,500.1169790068409,499.32722686769625
0.2,510.0444080148047,495.2958374617952
0.22,498.8485795382852,496.6365445996195
0.24,502.42698905273755,491.0358494871209
0.26,505.89675805872497,493.8359959293332
0.28,502.3284787779235,497.8727560373131
0.3,497.2606887748159,495.36734892419156
0.32,495.0998051444771,492.51105123117844
0.34,492.8980703717389,490.6691570190528
0.36,494.51634254732113,490.10276880828616
0.38,494.9262094195392,490.71814367516686
0.4,499.49440537588464,498.15096217433154
0.42,493.52085149867804,493.991272030314
0.44,499.963886716754,489.91286283175367
0.46,496.7425448368203,489.925080297353
0.48,498.16889525732756,492.3107536648896
0.5,500.70740899120483,492.5808420193749
0.52,501.48910932963497,485.756634835046
0.54,497.60463038641007,490.7683001919041
0.56,507.14039458262585,493.72216190150306
0.58,502.78367794124415,490.74061858644814
0.6,504.28377538898513,495.11808478811514
0.62,508.1455272396433,488.59141974356464
0.64,500.9755026752784,497.32919102072265
0.66,506.6586359875069,491.9102175974606
0.68,499.64196002062204,495.0626798216852
0.7,499.84105768868335,495.60601114162097
0.72,497.4589153898126,487.4165396800169
0.74,501.1431313244974,496.4991054797756
0.76,495.37712093055217,497.21370505914626
0.78,502.48107933278624,497.52883828894056
0.8,494.0098673459053,495.76229700868026
0.82,493.654084407972,495.2053241672281
0.84,480.0075597642282,495.8298728470701
0.86,479.84111369616517,494.00821705784625
0.88,471.612247366252,489.2270506128521
0.9,490.34751221893225,486.42006191487576
0.92,503.24262825673,494.49191969608074
0.94,485.9238454964177,495.83484360405845
0.96,478.4790168231681,501.57916315076017
0.98,486.38154487687825,497.17320236652097
1.0,479.4569897975767,491.43695865208315
1.02,486.989294032632,498.5970310888384
1.04,485.055653222375,503.9027810206487
1.06,488.96526827845366,500.475709165859
1.08,493.49711678844176,492.98182579573904
1.1,490.47751619796315,495.42802375718446
1.12,495.90800783206794,488.40831408332804
1.14,497.8127405185236,490.3294036847109
1.16,489.3840822727571,488.68456571801215
1.18,497.0642274049535,489.7429149768524
1.2,492.80042463125466,488.6292047141391
1.22,508.25600575548395,479.9922104384089
1.24,498.9016812221208,481.6303147306036
1.26,504.36266830753857,475.5203102763874
1.28,488.9836915308031,478.9624579994316
1.3,494.4618157486808,470.334570091146
1.32,501.00051380090383,480.16623287493917
1.34,499.51664932464274,479.8666529024361
1.36,500.3667063592665,469.60577839693974
1.38,493.2285707307857,468.2664272087303
1.4,505.7953993771646,472.6417316737613
1.42,499.6727671395547,477.3490419947574
1.44,498.23281002456287,465.73037315286683
1.46,494.10875724858676,467.10456668987706
1.48,500.0296595560319,469.7130411815444
1.5,494.1928780997771,468.24842411666765
1.52,492.4947075393936,468.2610575483545
1.54,499.42905703372986,463.1533169041353
1.56,499.6702782144631,473.8860272044139
1.58,520.0178666957167,472.88468142626897
1.6,491.7011005317579,464.73440261557585
1.62,501.69949074214134,477.35858245461543
1.64,499.15887409456576,478.25416867451236
1.66,501.4543040356118,480.34315030340986
1.68,502.1133954638651,476.19599377869844
1.7,501.29017700397867,469.23780819482664
1.72,504.40079762583605,472.25426545563465
1.74,495.1768963319253,468.1867508747068
1.76,503.68344917202916,480.38680550863955
1.78,496.8568500795453,470.34573050547084
1.8,488.94067368991057,472.0355955060843
1.82,496.48722181252896,468.7780498649351
1.84,487.99584593456865,478.975061803736
1.86,497.71267833769036,479.0762579991481
1.88,496.5767366653548,478.0535161398422
1.9,501.2339726528975,475.35556080818094
1.92,498.5673257919238,469.0306412270542
1.94,485.3155429995801,474.8411997986401
